rixo_company,auction_name,stock_location,venue_id,pol,supported_vehicle_type,rixo_price
LOGICO,LAA SHIKOKU,GLOBAL KAWASAKI,00S7784,YOKOHAMA,,47000
LOGICO,LAA SHIKOKU,AQUA LOGISTICS,00S7784,YOKOHAMA,,48200
LOGICO,LAA SHIKOKU,GLOBAL NAGOYA,00S7784,NAGOYA,,31800
LOGICO,LAA SHIKOKU,KLC,00S7784,SENBOKU (OSAKA),,20000
LOGICO,LAA SHIKOKU,KOBE,00S7784,KOBE,,18700
LOGICO,LAA SHIKOKU,GLOBAL HAKATA,00S7784,HAKATA,,44400
STYLISH,LAA SHIKOKU,GLOBAL NAGOYA,00S7784,NAGOYA,,32000
STYLISH,LAA SHIKOKU,KLC,00S7784,SENBOKU (OSAKA),,21000
STYLISH,LAA SHIKOKU,KOBE,00S7784,KOBE,,21000
KLC,LAA SHIKOKU,KLC,00S7784,SENBOKU (OSAKA),,24000
KLC,LAA SHIKOKU,KOBE,00S7784,KOBE,,24000
KLC,LAA SHIKOKU,FUJITRANS KINJO,00S7784,NAGOYA,,24500
KLC,LAA SHIKOKU,GLOBAL NAGOYA,00S7784,NAGOYA,,24500
KLC,LAA SHIKOKU,GLOBAL KAWASAKI,00S7784,YOKOHAMA,,41000
KLC,LAA SHIKOKU,AQUA LOGISTICS,00S7784,YOKOHAMA,,42000
KLC,LAA SHIKOKU,GLOBAL HAKATA,00S7784,HAKATA,,34000
LOGICO,LAA SHIKOKU (KAGAWA),GLOBAL KAWASAKI,00S7784,YOKOHAMA,,63000
LOGICO,LAA SHIKOKU (KAGAWA),AQUA LOGISTICS,00S7784,YOKOHAMA,,50600
LOGICO,LAA SHIKOKU (KAGAWA),GLOBAL NAGOYA,00S7784,NAGOYA,,44000
LOGICO,LAA SHIKOKU (KAGAWA),KLC,00S7784,SENBOKU (OSAKA),,32000
LOGICO,LAA SHIKOKU (KAGAWA),KOBE,00S7784,KOBE,,31000
LOGICO,LAA SHIKOKU (KAGAWA),GLOBAL HAKATA,00S7784,HAKATA,,59600
KLC,LAA SHIKOKU (KAGAWA),KLC,00S7784,SENBOKU (OSAKA),,19000
KLC,LAA SHIKOKU (KAGAWA),KOBE,00S7784,KOBE,,19000
KLC,LAA SHIKOKU (KAGAWA),FUJITRANS KINJO,00S7784,NAGOYA,,28000
KLC,LAA SHIKOKU (KAGAWA),GLOBAL NAGOYA,00S7784,NAGOYA,,28000
KLC,LAA SHIKOKU (KAGAWA),GLOBAL KAWASAKI,00S7784,YOKOHAMA,,41000
KLC,LAA SHIKOKU (KAGAWA),AQUA LOGISTICS,00S7784,YOKOHAMA,,42000
LOGICO,LUM FUKUOKA,GLOBAL KAWASAKI,1564,YOKOHAMA,,48500
LOGICO,LUM FUKUOKA,AQUA LOGISTICS,1564,YOKOHAMA,,49600
LOGICO,LUM FUKUOKA,GLOBAL NAGOYA,1564,NAGOYA,,37000
LOGICO,LUM FUKUOKA,KLC,1564,SENBOKU (OSAKA),,33000
LOGICO,LUM FUKUOKA,KOBE,1564,KOBE,,33000
LOGICO,LUM FUKUOKA,GLOBAL HAKATA,1564,HAKATA,,6200
KLC,LUM FUKUOKA,KLC,1564,SENBOKU (OSAKA),,25000
KLC,LUM FUKUOKA,KOBE,1564,KOBE,,25000
KLC,LUM FUKUOKA,FUJITRANS KINJO,1564,NAGOYA,,33000
KLC,LUM FUKUOKA,GLOBAL NAGOYA,1564,NAGOYA,,33000
KLC,LUM FUKUOKA,GLOBAL KAWASAKI,1564,YOKOHAMA,,42000
KLC,LUM FUKUOKA,AQUA LOGISTICS,1564,YOKOHAMA,,44000
KLC,LUM FUKUOKA,GLOBAL HAKATA,1564,HAKATA,,7000
Y'S,LUM FUKUOKA,GLOBAL HAKATA,1564,HAKATA,,3900
Y'S,LUM FUKUOKA (HIGHROOF),GLOBAL HAKATA,1564,HAKATA,,7200
LOGICO,LUM FUKUOKA (KITAKYUSHU),GLOBAL KAWASAKI,1564,YOKOHAMA,,48500
LOGICO,LUM FUKUOKA (KITAKYUSHU),AQUA LOGISTICS,1564,YOKOHAMA,,50400
LOGICO,LUM FUKUOKA (KITAKYUSHU),GLOBAL NAGOYA,1564,NAGOYA,,37000
LOGICO,LUM FUKUOKA (KITAKYUSHU),KLC,1564,SENBOKU (OSAKA),,33000
LOGICO,LUM FUKUOKA (KITAKYUSHU),KOBE,1564,KOBE,,33000
LOGICO,LUM FUKUOKA (KITAKYUSHU),GLOBAL HAKATA,1564,HAKATA,,7700
KLC,LUM FUKUOKA (KITAKYUSHU),KLC,1564,SENBOKU (OSAKA),,25000
KLC,LUM FUKUOKA (KITAKYUSHU),KOBE,1564,KOBE,,25000
KLC,LUM FUKUOKA (KITAKYUSHU),FUJITRANS KINJO,1564,NAGOYA,,33000
KLC,LUM FUKUOKA (KITAKYUSHU),GLOBAL NAGOYA,1564,NAGOYA,,33000
KLC,LUM FUKUOKA (KITAKYUSHU),GLOBAL KAWASAKI,1564,YOKOHAMA,,42000
KLC,LUM FUKUOKA (KITAKYUSHU),AQUA LOGISTICS,1564,YOKOHAMA,,44000
KLC,LUM FUKUOKA (KITAKYUSHU),GLOBAL HAKATA,1564,HAKATA,,7000
Y'S,LUM FUKUOKA (KITAKYUSHU),GLOBAL HAKATA,1564,HAKATA,,7000
Y'S,LUM FUKUOKA (KITAKYUSHU) (HIGHROOF),GLOBAL HAKATA,1564,HAKATA,,10500
LOGICO,LUM FUKUOKA (OKINAWA YARD),GLOBAL KAWASAKI,1564,YOKOHAMA,,62000
LOGICO,LUM FUKUOKA (OKINAWA YARD),AQUA LOGISTICS,1564,YOKOHAMA,,64600
LOGICO,LUM FUKUOKA (OKINAWA YARD),GLOBAL NAGOYA,1564,NAGOYA,,66000
LOGICO,LUM FUKUOKA (OKINAWA YARD),KLC,1564,SENBOKU (OSAKA),,54000
LOGICO,LUM FUKUOKA (OKINAWA YARD),KOBE,1564,KOBE,,55500
LOGICO,LUM FUKUOKA (OKINAWA YARD),GLOBAL HAKATA,1564,HAKATA,,52400
LOGICO,LUM HIROSHIMA,GLOBAL KAWASAKI,1564,YOKOHAMA,,48600
LOGICO,LUM HIROSHIMA,AQUA LOGISTICS,1564,YOKOHAMA,,49600
LOGICO,LUM HIROSHIMA,GLOBAL NAGOYA,1564,NAGOYA,,34800
LOGICO,LUM HIROSHIMA,KLC,1564,SENBOKU (OSAKA),,23000
LOGICO,LUM HIROSHIMA,KOBE,1564,KOBE,,20400
LOGICO,LUM HIROSHIMA,GLOBAL HAKATA,1564,HAKATA,,30600
KLC,LUM HIROSHIMA,KLC,1564,SENBOKU (OSAKA),,23000
KLC,LUM HIROSHIMA,KOBE,1564,KOBE,,23000
KLC,LUM HIROSHIMA,FUJITRANS KINJO,1564,NAGOYA,,33000
KLC,LUM HIROSHIMA,GLOBAL NAGOYA,1564,NAGOYA,,33000
KLC,LUM HIROSHIMA,GLOBAL KAWASAKI,1564,YOKOHAMA,,45000
KLC,LUM HIROSHIMA,AQUA LOGISTICS,1564,YOKOHAMA,,46000
KLC,LUM HIROSHIMA,GLOBAL HAKATA,1564,HAKATA,,21000
Y'S,LUM HIROSHIMA,GLOBAL HAKATA,1564,HAKATA,,15400
Y'S,LUM HIROSHIMA (HIGHROOF),GLOBAL HAKATA,1564,HAKATA,,23100
LOGICO,LUM HOKKAIDO,GLOBAL KAWASAKI,1564,YOKOHAMA,,36400
LOGICO,LUM HOKKAIDO,AQUA LOGISTICS,1564,YOKOHAMA,,41800
LOGICO,LUM HOKKAIDO,GLOBAL NAGOYA,1564,NAGOYA,,41400
LOGICO,LUM HOKKAIDO,KLC,1564,SENBOKU (OSAKA),,44500
LOGICO,LUM HOKKAIDO,KOBE,1564,KOBE,,46300
LOGICO,LUM HOKKAIDO,GLOBAL HAKATA,1564,HAKATA,,70800
LOGICO,LUM KOBE,GLOBAL KAWASAKI,1564,YOKOHAMA,,33000
LOGICO,LUM KOBE,AQUA LOGISTICS,1564,YOKOHAMA,,33000
LOGICO,LUM KOBE,GLOBAL NAGOYA,1564,NAGOYA,,11600
LOGICO,LUM KOBE,KLC,1564,SENBOKU (OSAKA),,6500
LOGICO,LUM KOBE,KOBE,1564,KOBE,,5500
LOGICO,LUM KOBE,GLOBAL HAKATA,1564,HAKATA,,33000
KLC,LUM KOBE,KLC,1564,SENBOKU (OSAKA),,6000
KLC,LUM KOBE,KOBE,1564,KOBE,,4500
KLC,LUM KOBE,FUJITRANS KINJO,1564,NAGOYA,,11000
KLC,LUM KOBE,GLOBAL NAGOYA,1564,NAGOYA,,11000
KLC,LUM KOBE,GLOBAL KAWASAKI,1564,YOKOHAMA,,29000
KLC,LUM KOBE,AQUA LOGISTICS,1564,YOKOHAMA,,30000
KLC,LUM KOBE,GLOBAL HAKATA,1564,HAKATA,,26000
KLC,LUM KOBE (OSAKA),KLC,1564,SENBOKU (OSAKA),,4500
KLC,LUM KOBE (OSAKA),KOBE,1564,KOBE,,6000
KLC,LUM KOBE (OSAKA),FUJITRANS KINJO,1564,NAGOYA,,11000
KLC,LUM KOBE (OSAKA),GLOBAL NAGOYA,1564,NAGOYA,,11000
KLC,LUM KOBE (OSAKA),GLOBAL KAWASAKI,1564,YOKOHAMA,,29000
KLC,LUM KOBE (OSAKA),AQUA LOGISTICS,1564,YOKOHAMA,,30000
KLC,LUM KOBE (OSAKA),GLOBAL HAKATA,1564,HAKATA,,26000
LOGICO,LUM NAGOYA,GLOBAL KAWASAKI,1564,YOKOHAMA,,24000
LOGICO,LUM NAGOYA,AQUA LOGISTICS,1564,YOKOHAMA,,31000
LOGICO,LUM NAGOYA,GLOBAL NAGOYA,1564,NAGOYA,,6000
LOGICO,LUM NAGOYA,KLC,1564,SENBOKU (OSAKA),,11600
LOGICO,LUM NAGOYA,KOBE,1564,KOBE,,11600
LOGICO,LUM NAGOYA,GLOBAL HAKATA,1564,HAKATA,,36000
KLC,LUM NAGOYA,KLC,1564,SENBOKU (OSAKA),,11000
KLC,LUM NAGOYA,KOBE,1564,KOBE,,11000
KLC,LUM NAGOYA,FUJITRANS KINJO,1564,NAGOYA,,5500
KLC,LUM NAGOYA,GLOBAL NAGOYA,1564,NAGOYA,,6000
KLC,LUM NAGOYA,GLOBAL KAWASAKI,1564,YOKOHAMA,,25000
KLC,LUM NAGOYA,AQUA LOGISTICS,1564,YOKOHAMA,,27000
KLC,LUM NAGOYA,GLOBAL HAKATA,1564,HAKATA,,32000
KLC,LUM NAGOYA (ANJO),KLC,1564,SENBOKU (OSAKA),,16000
KLC,LUM NAGOYA (ANJO),KOBE,1564,KOBE,,16000
KLC,LUM NAGOYA (ANJO),FUJITRANS KINJO,1564,NAGOYA,,9000
KLC,LUM NAGOYA (ANJO),GLOBAL NAGOYA,1564,NAGOYA,,9000
KLC,LUM NAGOYA (ANJO),GLOBAL KAWASAKI,1564,YOKOHAMA,,25000
KLC,LUM NAGOYA (ANJO),AQUA LOGISTICS,1564,YOKOHAMA,,29000
KLC,LUM NAGOYA (ANJO),GLOBAL HAKATA,1564,HAKATA,,37000
LOGICO,LUM NAGOYA (KANAZAWA),GLOBAL KAWASAKI,1564,YOKOHAMA,,38400
LOGICO,LUM NAGOYA (KANAZAWA),AQUA LOGISTICS,1564,YOKOHAMA,,44400
LOGICO,LUM NAGOYA (KANAZAWA),GLOBAL NAGOYA,1564,NAGOYA,,19200
LOGICO,LUM NAGOYA (KANAZAWA),KLC,1564,SENBOKU (OSAKA),,25100
LOGICO,LUM NAGOYA (KANAZAWA),KOBE,1564,KOBE,,25100
LOGICO,LUM NAGOYA (KANAZAWA),GLOBAL HAKATA,1564,HAKATA,,50200
LOGICO,LUM SENDAI,GLOBAL KAWASAKI,1564,YOKOHAMA,,19800
LOGICO,LUM SENDAI,AQUA LOGISTICS,1564,YOKOHAMA,,26400
LOGICO,LUM SENDAI,GLOBAL NAGOYA,1564,NAGOYA,,34000
LOGICO,LUM SENDAI,KLC,1564,SENBOKU (OSAKA),,39000
LOGICO,LUM SENDAI,KOBE,1564,KOBE,,40800
LOGICO,LUM SENDAI,GLOBAL HAKATA,1564,HAKATA,,59300
KLC,LUM SENDAI,KLC,1564,SENBOKU (OSAKA),,33000
KLC,LUM SENDAI,KOBE,1564,KOBE,,33000
KLC,LUM SENDAI,FUJITRANS KINJO,1564,NAGOYA,,28000
KLC,LUM SENDAI,GLOBAL NAGOYA,1564,NAGOYA,,28000
KLC,LUM SENDAI,GLOBAL KAWASAKI,1564,YOKOHAMA,,21000
KLC,LUM SENDAI,AQUA LOGISTICS,1564,YOKOHAMA,,23000
LOGICO,LUM SENDAI (JOUNAN YARD),GLOBAL KAWASAKI,1564,YOKOHAMA,,19800
LOGICO,LUM SENDAI (JOUNAN YARD),AQUA LOGISTICS,1564,YOKOHAMA,,26400
LOGICO,LUM SENDAI (JOUNAN YARD),GLOBAL NAGOYA,1564,NAGOYA,,34000
LOGICO,LUM SENDAI (JOUNAN YARD),KLC,1564,SENBOKU (OSAKA),,39000
LOGICO,LUM SENDAI (JOUNAN YARD),KOBE,1564,KOBE,,40800
LOGICO,LUM SENDAI (JOUNAN YARD),GLOBAL HAKATA,1564,HAKATA,,62900
LOGICO,LUM TOKYO (NASU),GLOBAL KAWASAKI,1564,YOKOHAMA,,20200
LOGICO,LUM TOKYO (NASU),AQUA LOGISTICS,1564,YOKOHAMA,,21600
LOGICO,LUM TOKYO (NASU),GLOBAL NAGOYA,1564,NAGOYA,,34000
LOGICO,LUM TOKYO (NASU),KLC,1564,SENBOKU (OSAKA),,37000
LOGICO,LUM TOKYO (NASU),KOBE,1564,KOBE,,38200
LOGICO,LUM TOKYO (NASU),GLOBAL HAKATA,1564,HAKATA,,58200
KLC,LUM TOKYO (NASU),KLC,1564,SENBOKU (OSAKA),,31000
KLC,LUM TOKYO (NASU),KOBE,1564,KOBE,,31000
KLC,LUM TOKYO (NASU),FUJITRANS KINJO,1564,NAGOYA,,36000
KLC,LUM TOKYO (NASU),GLOBAL NAGOYA,1564,NAGOYA,,36000
KLC,LUM TOKYO (NASU),GLOBAL KAWASAKI,1564,YOKOHAMA,,22000
KLC,LUM TOKYO (NASU),AQUA LOGISTICS,1564,YOKOHAMA,,29500
LOGICO,LUM TOKYO (NODA),GLOBAL KAWASAKI,1564,YOKOHAMA,,8400
LOGICO,LUM TOKYO (NODA),AQUA LOGISTICS,1564,YOKOHAMA,,10800
LOGICO,LUM TOKYO (NODA),GLOBAL NAGOYA,1564,NAGOYA,,23000
LOGICO,LUM TOKYO (NODA),KLC,1564,SENBOKU (OSAKA),,32000
LOGICO,LUM TOKYO (NODA),KOBE,1564,KOBE,,33200
LOGICO,LUM TOKYO (NODA),GLOBAL HAKATA,1564,HAKATA,,49800
KLC,LUM TOKYO (NODA),KLC,1564,SENBOKU (OSAKA),,29000
KLC,LUM TOKYO (NODA),KOBE,1564,KOBE,,30000
KLC,LUM TOKYO (NODA),FUJITRANS KINJO,1564,NAGOYA,,27000
KLC,LUM TOKYO (NODA),GLOBAL NAGOYA,1564,NAGOYA,,27000
KLC,LUM TOKYO (NODA),GLOBAL KAWASAKI,1564,YOKOHAMA,,10500
KLC,LUM TOKYO (NODA),AQUA LOGISTICS,1564,YOKOHAMA,,13000
LOGICO,LUM TOKYO (SAKURA),GLOBAL KAWASAKI,1564,YOKOHAMA,,10600
LOGICO,LUM TOKYO (SAKURA),AQUA LOGISTICS,1564,YOKOHAMA,,14400
LOGICO,LUM TOKYO (SAKURA),GLOBAL NAGOYA,1564,NAGOYA,,29000
LOGICO,LUM TOKYO (SAKURA),KLC,1564,SENBOKU (OSAKA),,32000
LOGICO,LUM TOKYO (SAKURA),KOBE,1564,KOBE,,33200
LOGICO,LUM TOKYO (SAKURA),GLOBAL HAKATA,1564,HAKATA,,51000
KLC,LUM TOKYO (SAKURA),KLC,1564,SENBOKU (OSAKA),,29000
KLC,LUM TOKYO (SAKURA),KOBE,1564,KOBE,,30000
KLC,LUM TOKYO (SAKURA),FUJITRANS KINJO,1564,NAGOYA,,27000
KLC,LUM TOKYO (SAKURA),GLOBAL NAGOYA,1564,NAGOYA,,27000
KLC,LUM TOKYO (SAKURA),GLOBAL KAWASAKI,1564,YOKOHAMA,,10000
KLC,LUM TOKYO (SAKURA),AQUA LOGISTICS,1564,YOKOHAMA,,11000
LOGICO,LUM TOKYO (SAYAMA),GLOBAL KAWASAKI,1564,YOKOHAMA,,9600
LOGICO,LUM TOKYO (SAYAMA),AQUA LOGISTICS,1564,YOKOHAMA,,18200
LOGICO,LUM TOKYO (SAYAMA),GLOBAL NAGOYA,1564,NAGOYA,,24000
LOGICO,LUM TOKYO (SAYAMA),KLC,1564,SENBOKU (OSAKA),,33000
LOGICO,LUM TOKYO (SAYAMA),KOBE,1564,KOBE,,34200
LOGICO,LUM TOKYO (SAYAMA),GLOBAL HAKATA,1564,HAKATA,,51000
KLC,LUM TOKYO (SAYAMA),KLC,1564,SENBOKU (OSAKA),,32000
KLC,LUM TOKYO (SAYAMA),KOBE,1564,KOBE,,32000
KLC,LUM TOKYO (SAYAMA),FUJITRANS KINJO,1564,NAGOYA,,32000
KLC,LUM TOKYO (SAYAMA),GLOBAL NAGOYA,1564,NAGOYA,,32000
KLC,LUM TOKYO (SAYAMA),GLOBAL KAWASAKI,1564,YOKOHAMA,,16000
KLC,LUM TOKYO (SAYAMA),AQUA LOGISTICS,1564,YOKOHAMA,,23000
LOGICO,MIRIVE AICHI,GLOBAL KAWASAKI,710596,YOKOHAMA,,24000
LOGICO,MIRIVE AICHI,AQUA LOGISTICS,710596,YOKOHAMA,,32000
LOGICO,MIRIVE AICHI,GLOBAL NAGOYA,710596,NAGOYA,,6000
LOGICO,MIRIVE AICHI,KLC,710596,SENBOKU (OSAKA),,16600
LOGICO,MIRIVE AICHI,KOBE,710596,KOBE,,11600
LOGICO,MIRIVE AICHI,GLOBAL HAKATA,710596,HAKATA,,37800
STYLISH,MIRIVE AICHI,GLOBAL NAGOYA,710596,NAGOYA,,6500
STYLISH,MIRIVE AICHI,KLC,710596,SENBOKU (OSAKA),,13000
STYLISH,MIRIVE AICHI,KOBE,710596,KOBE,,13000
KLC,MIRIVE AICHI,KLC,710596,SENBOKU (OSAKA),,11000
KLC,MIRIVE AICHI,KOBE,710596,KOBE,,11000
KLC,MIRIVE AICHI,FUJITRANS KINJO,710596,NAGOYA,,6000
KLC,MIRIVE AICHI,GLOBAL NAGOYA,710596,NAGOYA,,5500
KLC,MIRIVE AICHI,GLOBAL KAWASAKI,710596,YOKOHAMA,,25000
KLC,MIRIVE AICHI,AQUA LOGISTICS,710596,YOKOHAMA,,27000
KLC,MIRIVE AICHI,GLOBAL HAKATA,710596,HAKATA,,32000
LOGICO,MIRIVE OSAKA,GLOBAL KAWASAKI,710596,YOKOHAMA,,33000
LOGICO,MIRIVE OSAKA,AQUA LOGISTICS,710596,YOKOHAMA,,33000
LOGICO,MIRIVE OSAKA,GLOBAL NAGOYA,710596,NAGOYA,,11600
LOGICO,MIRIVE OSAKA,KLC,710596,SENBOKU (OSAKA),,5500
LOGICO,MIRIVE OSAKA,KOBE,710596,KOBE,,6500
LOGICO,MIRIVE OSAKA,GLOBAL HAKATA,710596,HAKATA,,33000
STYLISH,MIRIVE OSAKA,GLOBAL NAGOYA,710596,NAGOYA,,13000
STYLISH,MIRIVE OSAKA,KLC,710596,SENBOKU (OSAKA),,6500
STYLISH,MIRIVE OSAKA,KOBE,710596,KOBE,,7000
KLC,MIRIVE OSAKA,KLC,710596,SENBOKU (OSAKA),,6500
KLC,MIRIVE OSAKA,KOBE,710596,KOBE,,7500
KLC,MIRIVE OSAKA,FUJITRANS KINJO,710596,NAGOYA,,11000
KLC,MIRIVE OSAKA,GLOBAL NAGOYA,710596,NAGOYA,,11000
KLC,MIRIVE OSAKA,GLOBAL KAWASAKI,710596,YOKOHAMA,,29000
KLC,MIRIVE OSAKA,AQUA LOGISTICS,710596,YOKOHAMA,,30000
KLC,MIRIVE OSAKA,GLOBAL HAKATA,710596,HAKATA,,26000
LOGICO,MIRIVE SAITAMA,GLOBAL KAWASAKI,710596,YOKOHAMA,,10800
LOGICO,MIRIVE SAITAMA,AQUA LOGISTICS,710596,YOKOHAMA,,19600
LOGICO,MIRIVE SAITAMA,GLOBAL NAGOYA,710596,NAGOYA,,27000
LOGICO,MIRIVE SAITAMA,KLC,710596,SENBOKU (OSAKA),,34000
LOGICO,MIRIVE SAITAMA,KOBE,710596,KOBE,,35200
LOGICO,MIRIVE SAITAMA,GLOBAL HAKATA,710596,HAKATA,,52200
KLC,MIRIVE SAITAMA,KLC,710596,SENBOKU (OSAKA),,29000
KLC,MIRIVE SAITAMA,KOBE,710596,KOBE,,29000
KLC,MIRIVE SAITAMA,FUJITRANS KINJO,710596,NAGOYA,,29000
KLC,MIRIVE SAITAMA,GLOBAL NAGOYA,710596,NAGOYA,,29000
KLC,MIRIVE SAITAMA,GLOBAL KAWASAKI,710596,YOKOHAMA,,13000
KLC,MIRIVE SAITAMA,AQUA LOGISTICS,710596,YOKOHAMA,,19000
LOGICO,NAA FUKUOKA,GLOBAL KAWASAKI,9733100,YOKOHAMA,,48500
LOGICO,NAA FUKUOKA,AQUA LOGISTICS,9733100,YOKOHAMA,,49600
LOGICO,NAA FUKUOKA,GLOBAL NAGOYA,9733100,NAGOYA,,37000
LOGICO,NAA FUKUOKA,KLC,9733100,SENBOKU (OSAKA),,33000
LOGICO,NAA FUKUOKA,KOBE,9733100,KOBE,,33000
LOGICO,NAA FUKUOKA,GLOBAL HAKATA,9733100,HAKATA,,6200
KLC,NAA FUKUOKA,KLC,9733100,SENBOKU (OSAKA),,25000
KLC,NAA FUKUOKA,KOBE,9733100,KOBE,,25000
KLC,NAA FUKUOKA,FUJITRANS KINJO,9733100,NAGOYA,,33000
KLC,NAA FUKUOKA,GLOBAL NAGOYA,9733100,NAGOYA,,33000
KLC,NAA FUKUOKA,GLOBAL KAWASAKI,9733100,YOKOHAMA,,42000
KLC,NAA FUKUOKA,AQUA LOGISTICS,9733100,YOKOHAMA,,44000
KLC,NAA FUKUOKA,GLOBAL HAKATA,9733100,HAKATA,,7000
Y'S,NAA FUKUOKA,GLOBAL HAKATA,9733100,HAKATA,,3900
Y'S,NAA FUKUOKA (HIGHROOF),GLOBAL HAKATA,9733100,HAKATA,,7200
Y'S,NAA HIROSHIMA,GLOBAL HAKATA,9733100,HAKATA,,14300
Y'S,NAA HIROSHIMA (HIGHROOF),GLOBAL HAKATA,9733100,HAKATA,,21450
LOGICO,NAA MORIOKA,GLOBAL KAWASAKI,9733100,YOKOHAMA,,37000
LOGICO,NAA MORIOKA,AQUA LOGISTICS,9733100,YOKOHAMA,,39800
LOGICO,NAA MORIOKA,GLOBAL NAGOYA,9733100,NAGOYA,,43000
LOGICO,NAA MORIOKA,KLC,9733100,SENBOKU (OSAKA),,49000
LOGICO,NAA MORIOKA,KOBE,9733100,KOBE,,50800
LOGICO,NAA MORIOKA,GLOBAL HAKATA,9733100,HAKATA,,71900
LOGICO,NAA NAGOYA,GLOBAL KAWASAKI,9733100,YOKOHAMA,,26000
LOGICO,NAA NAGOYA,AQUA LOGISTICS,9733100,YOKOHAMA,,32000
LOGICO,NAA NAGOYA,GLOBAL NAGOYA,9733100,NAGOYA,,8500
LOGICO,NAA NAGOYA,KLC,9733100,SENBOKU (OSAKA),,11600
LOGICO,NAA NAGOYA,KOBE,9733100,KOBE,,11600
LOGICO,NAA NAGOYA,GLOBAL HAKATA,9733100,HAKATA,,37800
STYLISH,NAA NAGOYA,GLOBAL NAGOYA,9733100,NAGOYA,,8000
STYLISH,NAA NAGOYA,KLC,9733100,SENBOKU (OSAKA),,13000
STYLISH,NAA NAGOYA,KOBE,9733100,KOBE,,13000
KLC,NAA NAGOYA,KLC,9733100,SENBOKU (OSAKA),,11000
KLC,NAA NAGOYA,KOBE,9733100,KOBE,,11000
KLC,NAA NAGOYA,FUJITRANS KINJO,9733100,NAGOYA,,7500
KLC,NAA NAGOYA,GLOBAL NAGOYA,9733100,NAGOYA,,7500
KLC,NAA NAGOYA,GLOBAL KAWASAKI,9733100,YOKOHAMA,,25000
KLC,NAA NAGOYA,AQUA LOGISTICS,9733100,YOKOHAMA,,27000
KLC,NAA NAGOYA,GLOBAL HAKATA,9733100,HAKATA,,32000
HIDA,NAA NAGOYA (HOKURIKU),GLOBAL NAGOYA,9733100,NAGOYA,,18000
LOGICO,NAA OSAKA,GLOBAL KAWASAKI,9733100,YOKOHAMA,,33000
LOGICO,NAA OSAKA,AQUA LOGISTICS,9733100,YOKOHAMA,,33000
LOGICO,NAA OSAKA,GLOBAL NAGOYA,9733100,NAGOYA,,11600
LOGICO,NAA OSAKA,KLC,9733100,SENBOKU (OSAKA),,5500
LOGICO,NAA OSAKA,KOBE,9733100,KOBE,,6500
LOGICO,NAA OSAKA,GLOBAL HAKATA,9733100,HAKATA,,33000
STYLISH,NAA OSAKA,GLOBAL NAGOYA,9733100,NAGOYA,,13000
STYLISH,NAA OSAKA,KLC,9733100,SENBOKU (OSAKA),,6000
STYLISH,NAA OSAKA,KOBE,9733100,KOBE,,6000
KLC,NAA OSAKA,KLC,9733100,SENBOKU (OSAKA),,6000
KLC,NAA OSAKA,KOBE,9733100,KOBE,,6500
KLC,NAA OSAKA,FUJITRANS KINJO,9733100,NAGOYA,,11000
KLC,NAA OSAKA,GLOBAL NAGOYA,9733100,NAGOYA,,11000
KLC,NAA OSAKA,GLOBAL KAWASAKI,9733100,YOKOHAMA,,29000
KLC,NAA OSAKA,AQUA LOGISTICS,9733100,YOKOHAMA,,30000
KLC,NAA OSAKA,GLOBAL HAKATA,9733100,HAKATA,,26000
LOGICO,NAA OSAKA (SHIKOKU),GLOBAL KAWASAKI,9733100,YOKOHAMA,,63000
LOGICO,NAA OSAKA (SHIKOKU),AQUA LOGISTICS,9733100,YOKOHAMA,,48200
LOGICO,NAA OSAKA (SHIKOKU),GLOBAL NAGOYA,9733100,NAGOYA,,44000
LOGICO,NAA OSAKA (SHIKOKU),KLC,9733100,SENBOKU (OSAKA),,32000
LOGICO,NAA OSAKA (SHIKOKU),KOBE,9733100,KOBE,,31000
LOGICO,NAA OSAKA (SHIKOKU),GLOBAL HAKATA,9733100,HAKATA,,59600
KLC,NAA OSAKA (SHIKOKU),KLC,9733100,SENBOKU (OSAKA),,26000
KLC,NAA OSAKA (SHIKOKU),KOBE,9733100,KOBE,,26000
KLC,NAA OSAKA (SHIKOKU),FUJITRANS KINJO,9733100,NAGOYA,,35000
KLC,NAA OSAKA (SHIKOKU),GLOBAL NAGOYA,9733100,NAGOYA,,35000
KLC,NAA OSAKA (SHIKOKU),GLOBAL KAWASAKI,9733100,YOKOHAMA,,48000
KLC,NAA OSAKA (SHIKOKU),AQUA LOGISTICS,9733100,YOKOHAMA,,49000
LOGICO,NAA TOKYO,GLOBAL KAWASAKI,9733100,YOKOHAMA,,4800
LOGICO,NAA TOKYO,AQUA LOGISTICS,9733100,YOKOHAMA,,11600
LOGICO,NAA TOKYO,GLOBAL NAGOYA,9733100,NAGOYA,,23000
LOGICO,NAA TOKYO,KLC,9733100,SENBOKU (OSAKA),,32000
LOGICO,NAA TOKYO,KOBE,9733100,KOBE,,33200
LOGICO,NAA TOKYO,GLOBAL HAKATA,9733100,HAKATA,,48000
KLC,NAA TOKYO,KLC,9733100,SENBOKU (OSAKA),,28000
KLC,NAA TOKYO,KOBE,9733100,KOBE,,28000
KLC,NAA TOKYO,FUJITRANS KINJO,9733100,NAGOYA,,25000
KLC,NAA TOKYO,GLOBAL NAGOYA,9733100,NAGOYA,,25000
KLC,NAA TOKYO,GLOBAL KAWASAKI,9733100,YOKOHAMA,,5500
